Date,Shallot
3/21/19,"32,971"
3/22/19,"33,304"
3/23/19,
3/24/19,
3/25/19,"34,617"
3/26/19,"35,366"
3/27/19,"35,746"
3/28/19,"36,434"
3/29/19,"36,755"
3/30/19,
3/31/19,
4/1/19,"37,132"
4/2/19,"37,615"
4/3/19,
4/4/19,"37,797"
4/5/19,"37,823"
4/6/19,"30,000"
4/7/19,
4/8/19,"38,240"
4/9/19,"38,918"
4/10/19,"39,198"
4/11/19,"39,508"
4/12/19,"39,664"
4/13/19,"34,000"
4/14/19,
4/15/19,"39,684"
4/16/19,"39,858"
4/17/19,"39,771"
4/18/19,"40,545"
4/19/19,"39,636"
4/20/19,"40,060"
4/21/19,"40,627"
4/22/19,"40,622"
4/23/19,"41,115"
4/24/19,"41,105"
4/25/19,"40,567"
4/26/19,"40,871"
4/27/19,"40,658"
4/28/19,"40,500"
4/29/19,"40,080"
4/30/19,"40,497"
5/1/19,"37,553"
5/2/19,"39,450"
5/3/19,"39,266"
5/4/19,"40,185"
5/5/19,"39,457"
5/6/19,"38,455"
5/7/19,"38,087"
5/8/19,"38,494"
5/9/19,"37,814"
5/10/19,"37,707"
5/11/19,"37,400"
5/12/19,"37,154"
5/13/19,"36,874"
5/14/19,"36,301"
5/15/19,"35,841"
5/16/19,"35,880"
5/17/19,"35,149"
5/18/19,
5/19/19,"33,438"
5/20/19,"34,586"
5/21/19,"34,703"
5/22/19,"34,197"
5/23/19,"34,193"
5/24/19,"34,078"
5/25/19,
5/26/19,
5/27/19,"34,638"
5/28/19,"34,266"
5/29/19,"34,587"
5/30/19,"34,873"
5/31/19,"35,290"
6/1/19,
6/2/19,
6/3/19,
6/4/19,
6/5/19,
6/6/19,"38,563"
6/7/19,"37,364"
6/8/19,"37,863"
6/9/19,"37,306"
6/10/19,"37,376"
6/11/19,"37,736"
6/12/19,"37,518"
6/13/19,"37,560"
6/14/19,"37,769"
6/15/19,
6/16/19,
6/17/19,"38,203"
6/18/19,"38,197"
6/19/19,"38,826"
6/20/19,"38,336"
6/21/19,"38,135"
6/22/19,"40,326"
6/23/19,
6/24/19,"38,191"
6/25/19,"37,767"
6/26/19,"37,640"
6/27/19,"37,990"
6/28/19,"37,696"
6/29/19,
6/30/19,
7/1/19,"37,159"
7/2/19,"37,012"
7/3/19,"36,441"
7/4/19,"36,412"
7/5/19,"35,805"
7/6/19,
7/7/19,
7/8/19,"35,285"
7/9/19,"34,689"
7/10/19,"34,722"
7/11/19,"34,430"
7/12/19,"34,084"
7/13/19,
7/14/19,
7/15/19,"33,431"
7/16/19,"33,388"
7/17/19,"32,977"
7/18/19,"32,677"
7/19/19,"32,384"
7/20/19,
7/21/19,
7/22/19,"32,970"
7/23/19,"32,402"
7/24/19,"32,127"
7/25/19,"31,662"
7/26/19,"31,607"
7/27/19,
7/28/19,
7/29/19,"31,180"
7/30/19,"31,497"
7/31/19,"30,583"
8/1/19,"30,527"
8/2/19,"30,234"
8/3/19,
8/4/19,
8/5/19,"30,013"
8/6/19,"29,937"
8/7/19,"29,507"
8/8/19,"29,259"
8/9/19,"29,153"
8/10/19,"32,898"
8/11/19,
8/12/19,"28,884"
8/13/19,"28,459"
8/14/19,"28,367"
8/15/19,"28,088"
8/16/19,"28,113"
8/17/19,
8/18/19,
8/19/19,"27,419"
8/20/19,"26,970"
8/21/19,"26,414"
8/22/19,"26,378"
8/23/19,"25,825"
8/24/19,
8/25/19,
8/26/19,"25,326"
8/27/19,"25,176"
8/28/19,"25,111"
8/29/19,"24,850"
8/30/19,"24,348"
8/31/19,
9/1/19,
9/2/19,"23,729"
9/3/19,"23,773"
9/4/19,"23,768"
9/5/19,"23,504"
9/6/19,"23,246"
9/7/19,
9/8/19,
9/9/19,"23,100"
9/10/19,"22,956"
9/11/19,"22,853"
9/12/19,"22,703"
9/13/19,"22,350"
9/14/19,"27,471"
9/15/19,
9/16/19,"22,735"
9/17/19,"22,608"
9/18/19,"22,588"
9/19/19,"22,453"
9/20/19,"22,468"
9/21/19,
9/22/19,
9/23/19,"22,329"
9/24/19,"22,416"
9/25/19,"22,133"
9/26/19,"22,190"
9/27/19,"21,909"
9/28/19,
9/29/19,
9/30/19,"21,658"
10/1/19,"21,809"
10/2/19,"21,517"
10/3/19,"21,604"
10/4/19,"21,549"
10/5/19,
10/6/19,
10/7/19,"21,609"
10/8/19,"21,831"
10/9/19,"22,226"
10/10/19,"22,445"
10/11/19,"22,640"
10/12/19,
10/13/19,
10/14/19,"23,832"
10/15/19,"24,070"
10/16/19,"24,658"
10/17/19,"24,727"
10/18/19,"24,826"
10/19/19,
10/20/19,
10/21/19,"25,552"
10/22/19,"25,561"
10/23/19,"25,165"
10/24/19,"25,521"
10/25/19,"25,719"
10/26/19,"27,886"
10/27/19,
10/28/19,"25,546"
10/29/19,"25,740"
10/30/19,"25,570"
10/31/19,"25,739"
11/1/19,"25,910"
11/2/19,
11/3/19,
11/4/19,"26,286"
11/5/19,"26,314"
11/6/19,"26,694"
11/7/19,"26,906"
11/8/19,"27,046"
11/9/19,
11/10/19,"28,089"
11/11/19,"28,145"
11/12/19,"28,129"
11/13/19,"28,608"
11/14/19,"29,192"
11/15/19,"29,018"
11/16/19,
11/17/19,
11/18/19,"29,281"
11/19/19,"29,510"
11/20/19,"29,801"
11/21/19,"29,972"
11/22/19,"30,088"
11/23/19,
11/24/19,
11/25/19,"30,228"
11/26/19,"30,013"
11/27/19,"30,153"
11/28/19,"30,214"
11/29/19,"30,438"
11/30/19,
12/1/19,
12/2/19,"30,814"
12/3/19,"31,258"
12/4/19,"31,422"
12/5/19,"31,119"
12/6/19,"31,596"
12/7/19,
12/8/19,
12/9/19,"32,274"
12/10/19,"32,251"
12/11/19,"32,610"
12/12/19,"32,636"
12/13/19,"33,078"
12/14/19,
12/15/19,
12/16/19,"33,162"
12/17/19,"33,653"
12/18/19,"34,168"
12/19/19,"34,557"
12/20/19,"35,337"
12/21/19,
12/22/19,
12/23/19,"36,469"
12/24/19,
12/25/19,
12/26/19,"36,777"
12/27/19,"36,994"
12/28/19,
12/29/19,"36,616"
12/30/19,"36,603"
12/31/19,"36,263"
1/1/20,"30,100"
1/2/20,"36,577"
1/3/20,"35,929"
1/4/20,
1/5/20,
1/6/20,"36,001"
1/7/20,"36,122"
1/8/20,"36,102"
1/9/20,"35,991"
1/10/20,"36,060"
1/11/20,
1/12/20,
1/13/20,"36,597"
1/14/20,"36,549"
1/15/20,"36,375"
1/16/20,"36,480"
1/17/20,"36,198"
1/18/20,
1/19/20,
1/20/20,"37,143"
1/21/20,"37,214"
1/22/20,"36,967"
1/23/20,"36,897"
1/24/20,"37,137"
1/25/20,
1/26/20,"32,000"
1/27/20,"37,617"
1/28/20,"37,993"
1/29/20,"37,705"
1/30/20,"37,779"
1/31/20,"38,512"
2/1/20,
2/2/20,
2/3/20,"39,679"
2/4/20,"40,426"
2/5/20,"40,881"
2/6/20,"40,620"
2/7/20,"40,782"
2/8/20,"56,000"
2/9/20,
2/10/20,"40,917"
2/11/20,"41,428"
2/12/20,"40,671"
2/13/20,"40,573"
2/14/20,"40,444"
2/15/20,
2/16/20,
2/17/20,"39,060"
2/18/20,"38,462"
2/19/20,"37,747"
2/20/20,"37,594"
2/21/20,"37,426"
2/22/20,"40,000"
2/23/20,
2/24/20,"37,070"
2/25/20,"36,724"
2/26/20,"36,574"
2/27/20,"35,675"
2/28/20,"35,995"
2/29/20,"53,900"
3/1/20,
3/2/20,"35,887"
3/3/20,"35,969"
3/4/20,"35,990"
3/5/20,"36,080"
3/6/20,"35,907"
3/7/20,
3/8/20,"53,900"
3/9/20,"36,832"
3/10/20,"36,936"
3/11/20,"37,052"
3/12/20,"36,855"
3/13/20,"36,555"
3/14/20,
3/15/20,
3/16/20,"37,211"
3/17/20,"36,991"
3/18/20,"37,085"
3/19/20,"37,537"
3/20/20,"37,285"
3/21/20,
3/22/20,
3/23/20,"38,346"
3/24/20,"38,582"
3/25/20,"47,000"
3/26/20,"39,283"
3/27/20,"39,660"
3/28/20,
3/29/20,
3/30/20,"41,320"
3/31/20,"41,540"
4/1/20,"42,007"
4/2/20,"42,437"
4/3/20,"42,448"
4/4/20,
4/5/20,
4/6/20,"41,940"
4/7/20,"41,883"
4/8/20,"42,045"
4/9/20,"42,545"
4/10/20,"41,600"
4/11/20,"36,000"
4/12/20,
4/13/20,"42,476"
4/14/20,"42,569"
4/15/20,"42,365"
4/16/20,"42,225"
4/17/20,"42,440"
4/18/20,"41,500"
4/19/20,
4/20/20,"43,048"
4/21/20,"43,166"
4/22/20,"43,001"
4/23/20,"43,657"
4/24/20,"43,764"
4/25/20,
4/26/20,
4/27/20,"44,544"
4/28/20,"45,228"
4/29/20,"45,548"
4/30/20,"46,054"
5/1/20,"45,397"
5/2/20,"49,500"
5/3/20,
5/4/20,"47,675"
5/5/20,"48,504"
5/6/20,"48,815"
5/7/20,"46,667"
5/8/20,"49,449"
5/9/20,
5/10/20,
5/11/20,"51,038"
5/12/20,"51,406"
5/13/20,"51,815"
5/14/20,"51,836"
5/15/20,"52,207"
5/16/20,"62,500"
5/17/20,
5/18/20,"53,589"
5/19/20,"54,452"
5/20/20,"55,585"
5/21/20,"54,277"
5/22/20,"55,990"
5/23/20,"56,593"
5/24/20,"59,875"
5/25/20,"60,300"
5/26/20,"56,526"
5/27/20,"56,973"
5/28/20,"57,010"
5/29/20,"57,340"
5/30/20,"58,529"
5/31/20,"60,032"
6/1/20,"59,031"
6/2/20,"57,678"
6/3/20,"56,975"
6/4/20,"57,383"
6/5/20,"56,948"
6/6/20,
6/7/20,
6/8/20,"56,774"
6/9/20,"56,208"
6/10/20,"55,906"
6/11/20,"55,027"
6/12/20,"54,540"
6/13/20,
6/14/20,
6/15/20,"52,599"
6/16/20,"51,262"
6/17/20,"49,759"
6/18/20,"49,022"
6/19/20,"49,040"
6/20/20,
6/21/20,
6/22/20,"46,525"
6/23/20,"46,360"
6/24/20,"45,589"
6/25/20,"45,082"
6/26/20,"45,067"
6/27/20,
6/28/20,
6/29/20,"43,506"
6/30/20,"43,190"
7/1/20,"42,658"
7/2/20,"41,835"
7/3/20,"41,382"
7/4/20,
7/5/20,
7/6/20,"39,583"
7/7/20,"39,731"
7/8/20,"39,487"
7/9/20,"38,942"
7/10/20,"38,588"
7/11/20,
7/12/20,"82,900"
7/13/20,"37,565"
7/14/20,"36,855"
7/15/20,"36,649"
7/16/20,"36,566"
7/17/20,"36,030"
7/18/20,
7/19/20,
7/20/20,"35,158"
7/21/20,"34,828"
7/22/20,"34,695"
7/23/20,"34,669"
7/24/20,"33,900"
7/25/20,
7/26/20,
7/27/20,"33,185"
7/28/20,"33,205"
7/29/20,"32,852"
7/30/20,"32,579"
7/31/20,
8/1/20,"28,833"
8/2/20,"27,167"
8/3/20,"32,155"
8/4/20,"32,286"
8/5/20,"31,954"
8/6/20,"31,906"
8/7/20,"31,625"
8/8/20,"32,500"
8/9/20,"32,500"
8/10/20,"31,472"
8/11/20,"31,500"
8/12/20,"31,550"
8/13/20,"31,633"
8/14/20,"31,433"
8/15/20,
8/16/20,
8/17/20,"30,375"
8/18/20,"31,362"
8/19/20,"31,107"
8/20/20,"30,529"
8/21/20,
8/22/20,
8/23/20,
8/24/20,"30,352"
8/25/20,"29,988"
8/26/20,"29,913"
8/27/20,"29,886"
8/28/20,"29,505"
8/29/20,
8/30/20,
8/31/20,"29,606"
9/1/20,"29,568"
9/2/20,"29,451"
9/3/20,"29,507"
9/4/20,"29,946"
9/5/20,"30,000"
9/6/20,"42,500"
9/7/20,"30,122"
9/8/20,"29,533"
9/9/20,"29,407"
9/10/20,"29,288"
9/11/20,"29,288"
9/12/20,
9/13/20,
9/14/20,"29,562"
9/15/20,"29,479"
9/16/20,"29,621"
9/17/20,"29,737"
9/18/20,"29,786"
9/19/20,
9/20/20,
9/21/20,"29,598"
9/22/20,"29,599"
9/23/20,"29,386"
9/24/20,"29,067"
9/25/20,"29,153"
9/26/20,"28,000"
9/27/20,"37,950"
9/28/20,"29,030"
9/29/20,"29,160"
9/30/20,"29,087"
10/1/20,"29,074"
10/2/20,"29,060"
10/3/20,"30,000"
10/4/20,"30,000"
10/5/20,"29,761"
10/6/20,"29,632"
10/7/20,"30,290"
10/8/20,"30,476"
10/9/20,"30,919"
10/10/20,"29,000"
10/11/20,
10/12/20,"31,809"
10/13/20,"32,423"
10/14/20,"32,487"
10/15/20,"32,607"
10/16/20,"32,878"
10/17/20,
10/18/20,
10/19/20,"33,974"
